year,month,state,EHE
2011,7,GA,3908.9
2011,8,GA,3910.1
2011,9,GA,3916.3
2011,10,GA,3910.7
2011,11,GA,3914.8
2011,12,GA,3912.8
2012,1,GA,3923.5
2012,2,GA,3927.1
2012,3,GA,3937.2
2012,4,GA,3943.6
2012,5,GA,3949.8
2012,6,GA,3954.4
2012,7,GA,3949.6
2012,8,GA,3954.6
2012,9,GA,3958.7
2012,10,GA,3972.8
2012,11,GA,3981.7
2012,12,GA,3983.4
2013,1,GA,3998.1
2013,2,GA,4007.2
2013,3,GA,4008.8
2013,4,GA,4015.5
2013,5,GA,4016.5
2013,6,GA,4023.3
2013,7,GA,4029.8
2013,8,GA,4036.6
2013,9,GA,4047.0
2013,10,GA,4058.2
2013,11,GA,4063.9
2013,12,GA,4072.1
2014,1,GA,4082.1
2014,2,GA,4075.3
2014,3,GA,4103.7
2014,4,GA,4119.5
2014,5,GA,4131.2
2014,6,GA,4138.0
2014,7,GA,4153.9
2014,8,GA,4167.1
2014,9,GA,4174.2
2014,10,GA,4180.1
2014,11,GA,4193.6
2014,12,GA,4209.9
2015,1,GA,4206.8
2015,2,GA,4218.1
2015,3,GA,4223.8
2015,4,GA,4224.9
2015,5,GA,4246.2
2015,6,GA,4263.6
2015,7,GA,4267.4
2015,8,GA,4278.2
2015,9,GA,4286.7
2015,10,GA,4304.4
2015,11,GA,4307.9
2015,12,GA,4324.5
2016,1,GA,4323.9
2016,2,GA,4333.1
2016,3,GA,4332.0
2016,4,GA,4355.6
2016,5,GA,4362.7
2016,6,GA,4370.6
2016,7,GA,4381.3
2016,8,GA,4388.6
2016,9,GA,4406.5
2016,10,GA,4405.8
2016,11,GA,4418.6
2016,12,GA,4424.9
2017,1,GA,4419.5
2017,2,GA,4425.6
2017,3,GA,4438.0
2017,4,GA,4440.9
2017,5,GA,4447.1
2017,6,GA,4463.6
2017,7,GA,4463.5
2017,8,GA,4473.8
2017,9,GA,4466.7
2017,10,GA,4490.2
2017,11,GA,4492.6
2017,12,GA,4497.0
2018,1,GA,4498.7
2018,2,GA,4508.4
2018,3,GA,4523.5
2018,4,GA,4522.9
2018,5,GA,4535.1
2018,6,GA,4544.9
2018,7,GA,4552.4
2018,8,GA,4561.0
2018,9,GA,4575.1
2018,10,GA,4570.3
2018,11,GA,4577.4
2018,12,GA,4578.9
2019,1,GA,4603.1
2019,2,GA,4609.2
2019,3,GA,4613.3
2019,4,GA,4615.4
2019,5,GA,4623.4
2019,6,GA,4629.1
2019,7,GA,4633.4
2019,8,GA,4642.3
2019,9,GA,4649.5
2019,10,GA,4649.0
2019,11,GA,4655.0
2019,12,GA,4664.6
2020,1,GA,4675.7
2020,2,GA,4675.3
2020,3,GA,4652.9
2020,4,GA,4066.4
2020,5,GA,4195.8
2020,6,GA,4305.5
2020,7,GA,4332.2
2020,8,GA,4379.9
2020,9,GA,4401.6
2020,10,GA,4443.0
2020,11,GA,4465.4
2020,12,GA,4493.1
2021,1,GA,4495.5
2021,2,GA,4506.1
2021,3,GA,4526.7
2021,4,GA,4529.2
2021,5,GA,4554.8
2021,6,GA,4574.1
2021,7,GA,4626.0
2021,8,GA,4624.3
2021,9,GA,4631.0
2021,10,GA,4688.9
2021,11,GA,4702.9
2021,12,GA,4714.6
2022,1,GA,4720.7
2022,2,GA,4748.0
2022,3,GA,4758.4
2022,4,GA,4789.7
2022,5,GA,4798.0
2022,6,GA,4804.2
2022,7,GA,4836.2
2022,8,GA,4834.3
2022,9,GA,4848.7
2022,10,GA,4860.4
2022,11,GA,4866.9
2022,12,GA,4870.9
2023,1,GA,4887.8
2023,2,GA,4894.8
2023,3,GA,4894.4
2023,4,GA,4895.5
2023,5,GA,4895.0
2023,6,GA,4911.8
2023,7,GA,4906.4
2023,8,GA,4916.6
2023,9,GA,4927.3
2023,10,GA,4927.1
2023,11,GA,4931.8
2023,12,GA,4939.2
2024,1,GA,4938.3
2024,2,GA,4942.0
2024,3,GA,4956.4
2024,4,GA,4967.2
2024,5,GA,4974.1
2024,6,GA,4971.3
2024,7,GA,4968.6
2024,8,GA,4967.3
2024,9,GA,4967.1
2024,10,GA,4968.2
2024,11,GA,4971.2
2024,12,GA,4984.3
2025,1,GA,4963.3
2025,2,GA,4972.6
2025,3,GA,4979.5
2025,4,GA,4983.7
2025,5,GA,4992.0
2025,6,GA,4996.0
2025,7,GA,4997.7
2025,8,GA,4994.6
2025,9,GA,4990.5
2025,10,GA,4986.5
2025,11,GA,4986.7
2025,12,GA,4991.7
1990,1,HI,517.5
1990,2,HI,521.2
1990,3,HI,521.9
1990,4,HI,526.0
1990,5,HI,527.2
1990,6,HI,529.0
1990,7,HI,529.6
1990,8,HI,530.6
1990,9,HI,530.7
1990,10,HI,535.0
1990,11,HI,537.1
1990,12,HI,536.2
1991,1,HI,540.7
1991,2,HI,537.5
1991,3,HI,535.8
1991,4,HI,535.2
1991,5,HI,535.4
1991,6,HI,537.1
1991,7,HI,539.8
1991,8,HI,541.5
1991,9,HI,541.2
1991,10,HI,542.0
1991,11,HI,542.3
1991,12,HI,542.3
1992,1,HI,542.6
1992,2,HI,542.7
1992,3,HI,542.6
1992,4,HI,543.1
1992,5,HI,542.2
1992,6,HI,542.7
1992,7,HI,544.5
1992,8,HI,544.2
1992,9,HI,542.4
1992,10,HI,542.0
1992,11,HI,540.9
1992,12,HI,541.8
1993,1,HI,538.4
1993,2,HI,540.5
1993,3,HI,540.1
1993,4,HI,541.8
1993,5,HI,541.2
1993,6,HI,540.9
1993,7,HI,539.3
1993,8,HI,536.8
1993,9,HI,536.5
1993,10,HI,538.6
1993,11,HI,535.9
1993,12,HI,535.1
1994,1,HI,535.7
1994,2,HI,535.4
1994,3,HI,536.0
1994,4,HI,536.5
1994,5,HI,533.5
1994,6,HI,536.3
1994,7,HI,536.6
1994,8,HI,535.7
1994,9,HI,536.3
1994,10,HI,537.2
1994,11,HI,538.0
1994,12,HI,537.3
1995,1,HI,536.6
1995,2,HI,535.7
1995,3,HI,535.9
1995,4,HI,534.5
1995,5,HI,533.6
1995,6,HI,534.2
1995,7,HI,533.2
1995,8,HI,530.8
1995,9,HI,530.4
1995,10,HI,530.5
1995,11,HI,530.8
1995,12,HI,530.0
1996,1,HI,530.7
1996,2,HI,532.6
1996,3,HI,532.5
1996,4,HI,529.3
1996,5,HI,529.9
1996,6,HI,529.5
1996,7,HI,532.1
1996,8,HI,531.3
1996,9,HI,529.2
1996,10,HI,530.5
1996,11,HI,530.8
1996,12,HI,532.5
1997,1,HI,533.1
1997,2,HI,533.3
1997,3,HI,533.3
1997,4,HI,532.1
1997,5,HI,531.6
1997,6,HI,531.6
1997,7,HI,531.4
1997,8,HI,532.8
1997,9,HI,529.6
1997,10,HI,530.7
1997,11,HI,530.3
1997,12,HI,530.7
1998,1,HI,530.8
1998,2,HI,530.3
1998,3,HI,530.4
1998,4,HI,531.2
1998,5,HI,531.7
1998,6,HI,530.7
1998,7,HI,532.1
1998,8,HI,533.3
1998,9,HI,532.7
1998,10,HI,531.3
1998,11,HI,531.7
1998,12,HI,531.5
1999,1,HI,528.6
1999,2,HI,529.4
1999,3,HI,530.5
1999,4,HI,532.7
1999,5,HI,532.8
1999,6,HI,534.1
1999,7,HI,535.4
1999,8,HI,539.0
1999,9,HI,537.6
1999,10,HI,540.2
1999,11,HI,541.1
1999,12,HI,542.5
2000,1,HI,542.6
2000,2,HI,544.2
2000,3,HI,546.5
2000,4,HI,549.5
2000,5,HI,550.5
2000,6,HI,553.3
2000,7,HI,553.2
2000,8,HI,552.8
2000,9,HI,556.8
2000,10,HI,557.0
2000,11,HI,557.8
2000,12,HI,558.7
2001,1,HI,554.4
2001,2,HI,558.4
2001,3,HI,559.4
2001,4,HI,557.8
2001,5,HI,556.0
2001,6,HI,559.9
2001,7,HI,558.5
2001,8,HI,559.4
2001,9,HI,559.4
2001,10,HI,549.5
2001,11,HI,547.1
2001,12,HI,546.4
2002,1,HI,549.7
2002,2,HI,550.7
2002,3,HI,552.4
2002,4,HI,550.0
2002,5,HI,556.2
2002,6,HI,562.1
2002,7,HI,559.4
2002,8,HI,559.3
2002,9,HI,560.9
2002,10,HI,562.0
2002,11,HI,561.6
2002,12,HI,564.6
2003,1,HI,566.0
2003,2,HI,566.0
2003,3,HI,566.2
2003,4,HI,564.7
2003,5,HI,566.9
2003,6,HI,566.9
2003,7,HI,569.4
2003,8,HI,568.7
2003,9,HI,569.4
2003,10,HI,571.4
2003,11,HI,571.0
2003,12,HI,573.4
2004,1,HI,575.4
2004,2,HI,576.0
2004,3,HI,576.6
2004,4,HI,579.4
2004,5,HI,581.0
2004,6,HI,582.5
2004,7,HI,586.0
2004,8,HI,586.0
2004,9,HI,586.9
2004,10,HI,591.0
2004,11,HI,593.2
2004,12,HI,592.6
2005,1,HI,593.9
2005,2,HI,594.8
2005,3,HI,595.9
2005,4,HI,599.5
2005,5,HI,601.0
2005,6,HI,602.5
2005,7,HI,605.1
2005,8,HI,607.6
2005,9,HI,607.1
2005,10,HI,607.3
2005,11,HI,605.8
2005,12,HI,610.3
2006,1,HI,609.0
2006,2,HI,612.8
2006,3,HI,614.0
2006,4,HI,614.8
2006,5,HI,616.9
2006,6,HI,619.2
2006,7,HI,618.5
2006,8,HI,621.6
2006,9,HI,623.2
2006,10,HI,619.2
2006,11,HI,622.7
2006,12,HI,623.5
2007,1,HI,623.4
2007,2,HI,624.4
2007,3,HI,625.2
2007,4,HI,620.7
2007,5,HI,626.2
2007,6,HI,629.1
2007,7,HI,626.4
2007,8,HI,625.3
2007,9,HI,627.9
2007,10,HI,627.3
2007,11,HI,624.9
2007,12,HI,628.9
2008,1,HI,627.7
2008,2,HI,628.1
2008,3,HI,627.8
2008,4,HI,626.2
2008,5,HI,625.8
2008,6,HI,623.9
2008,7,HI,620.7
2008,8,HI,621.5
2008,9,HI,615.3
2008,10,HI,611.6
2008,11,HI,614.1
2008,12,HI,606.0
2009,1,HI,604.2
2009,2,HI,600.7
2009,3,HI,598.6
2009,4,HI,595.3
2009,5,HI,593.4
2009,6,HI,594.4
2009,7,HI,590.8
2009,8,HI,589.4
2009,9,HI,586.9
2009,10,HI,587.0
2009,11,HI,584.6
2009,12,HI,584.2
2010,1,HI,587.6
2010,2,HI,585.2
2010,3,HI,585.6
2010,4,HI,586.9
2010,5,HI,588.2
2010,6,HI,586.6
2010,7,HI,588.9
2010,8,HI,587.3
2010,9,HI,587.3
2010,10,HI,589.8
2010,11,HI,593.6
2010,12,HI,590.6
2011,1,HI,589.8
2011,2,HI,593.2
2011,3,HI,594.0
2011,4,HI,592.8
2011,5,HI,592.2
2011,6,HI,591.6
2011,7,HI,596.0
2011,8,HI,594.6
2011,9,HI,597.2
2011,10,HI,597.9
2011,11,HI,598.8
2011,12,HI,600.0
2012,1,HI,591.5
2012,2,HI,601.8
2012,3,HI,601.4
2012,4,HI,604.9
2012,5,HI,606.2
2012,6,HI,607.3
2012,7,HI,608.6
2012,8,HI,614.7
2012,9,HI,610.5
2012,10,HI,612.1
2012,11,HI,617.0
2012,12,HI,614.1
2013,1,HI,607.7
2013,2,HI,617.2
2013,3,HI,617.5
2013,4,HI,616.8
2013,5,HI,620.1
2013,6,HI,620.3
2013,7,HI,622.3
2013,8,HI,620.4
2013,9,HI,622.9
2013,10,HI,625.0
2013,11,HI,623.9
2013,12,HI,626.2
2014,1,HI,625.0
2014,2,HI,624.8
2014,3,HI,625.5
2014,4,HI,625.6
2014,5,HI,628.0
2014,6,HI,627.7
2014,7,HI,628.1
2014,8,HI,630.8
2014,9,HI,630.6
2014,10,HI,631.4
2014,11,HI,634.9
2014,12,HI,629.6
2015,1,HI,634.0
2015,2,HI,634.4
2015,3,HI,634.8
2015,4,HI,635.9
2015,5,HI,636.8
2015,6,HI,638.2
2015,7,HI,639.8
2015,8,HI,643.7
2015,9,HI,639.9
2015,10,HI,643.7
2015,11,HI,642.1
2015,12,HI,645.9
2016,1,HI,641.1
2016,2,HI,644.3
2016,3,HI,643.8
2016,4,HI,645.0
2016,5,HI,646.0
2016,6,HI,645.5
2016,7,HI,649.3
2016,8,HI,652.6
2016,9,HI,651.1
2016,10,HI,649.9
2016,11,HI,651.8
2016,12,HI,650.8
2017,1,HI,652.6
2017,2,HI,653.2
2017,3,HI,654.4
2017,4,HI,655.4
2017,5,HI,655.0
2017,6,HI,655.7
2017,7,HI,654.9
2017,8,HI,651.8
2017,9,HI,657.2
2017,10,HI,656.7
2017,11,HI,655.1
2017,12,HI,657.4
2018,1,HI,656.1
2018,2,HI,657.0
2018,3,HI,658.3
2018,4,HI,657.0
2018,5,HI,656.8
2018,6,HI,658.5
2018,7,HI,656.5
2018,8,HI,659.4
2018,9,HI,658.2
2018,10,HI,659.4
2018,11,HI,660.7
2018,12,HI,660.0
2019,1,HI,656.9
2019,2,HI,658.9
2019,3,HI,658.3
2019,4,HI,657.4
2019,5,HI,658.2
2019,6,HI,656.5
2019,7,HI,657.4
2019,8,HI,656.7
2019,9,HI,662.2
2019,10,HI,660.8
2019,11,HI,660.6
2019,12,HI,659.3
2020,1,HI,663.4
2020,2,HI,662.6
2020,3,HI,655.9
2020,4,HI,508.9
2020,5,HI,508.1
2020,6,HI,526.3
2020,7,HI,527.6
2020,8,HI,529.4
2020,9,HI,512.6
2020,10,HI,531.1
2020,11,HI,543.1
2020,12,HI,551.1
2021,1,HI,554.5
2021,2,HI,557.0
2021,3,HI,564.6
2021,4,HI,577.5
2021,5,HI,584.2
2021,6,HI,591.9
2021,7,HI,600.8
2021,8,HI,601.3
2021,9,HI,598.4
2021,10,HI,602.4
2021,11,HI,604.0
2021,12,HI,605.6
2022,1,HI,605.2
2022,2,HI,607.8
2022,3,HI,610.4
2022,4,HI,613.6
2022,5,HI,613.0
2022,6,HI,615.3
2022,7,HI,620.8
2022,8,HI,623.0
2022,9,HI,624.9
2022,10,HI,627.1
2022,11,HI,627.8
2022,12,HI,627.9
2023,1,HI,628.7
2023,2,HI,633.3
2023,3,HI,631.8
2023,4,HI,633.3
2023,5,HI,633.3
2023,6,HI,634.7
2023,7,HI,634.6
2023,8,HI,632.2
2023,9,HI,629.8
2023,10,HI,630.5
2023,11,HI,631.8
2023,12,HI,633.1
2024,1,HI,635.4
2024,2,HI,637.3
2024,3,HI,638.0
2024,4,HI,635.0
2024,5,HI,638.2
2024,6,HI,636.3
2024,7,HI,637.4
2024,8,HI,639.5
2024,9,HI,642.3
2024,10,HI,640.8
2024,11,HI,643.2
2024,12,HI,645.8
2025,1,HI,646.1
2025,2,HI,647.3
2025,3,HI,650.5
2025,4,HI,651.4
2025,5,HI,652.0
2025,6,HI,650.9
2025,7,HI,650.8
2025,8,HI,651.9
2025,9,HI,651.9
2025,10,HI,653.2
2025,11,HI,653.3
2025,12,HI,653.2
1990,1,ID,376.9
1990,2,ID,379.1
1990,3,ID,381.8
1990,4,ID,384.5
1990,5,ID,383.8
1990,6,ID,383.5
1990,7,ID,384.0
1990,8,ID,387.5
1990,9,ID,390.6
1990,10,ID,390.3
1990,11,ID,390.4
1990,12,ID,390.8
1991,1,ID,392.7
1991,2,ID,393.4
1991,3,ID,393.8
1991,4,ID,395.2
1991,5,ID,395.8
1991,6,ID,396.5
1991,7,ID,397.4
1991,8,ID,399.0
1991,9,ID,401.0
1991,10,ID,401.1
1991,11,ID,402.6
1991,12,ID,402.8
1992,1,ID,407.2
1992,2,ID,408.6
1992,3,ID,409.9
1992,4,ID,410.6
1992,5,ID,412.8
1992,6,ID,414.4
1992,7,ID,415.5
1992,8,ID,416.4
1992,9,ID,415.8
1992,10,ID,419.3
1992,11,ID,421.3
1992,12,ID,421.4
1993,1,ID,424.0
1993,2,ID,425.8
1993,3,ID,425.7
1993,4,ID,428.0
1993,5,ID,430.6
1993,6,ID,431.3
1993,7,ID,434.7
1993,8,ID,437.2
1993,9,ID,439.0
1993,10,ID,441.0
1993,11,ID,442.3
1993,12,ID,444.8
1994,1,ID,447.7
1994,2,ID,449.4
1994,3,ID,452.9
1994,4,ID,455.9
1994,5,ID,458.4
1994,6,ID,459.6
1994,7,ID,460.2
1994,8,ID,461.0
1994,9,ID,465.3
1994,10,ID,464.6
1994,11,ID,465.5
1994,12,ID,467.3
1995,1,ID,470.0
1995,2,ID,472.0
1995,3,ID,474.2
1995,4,ID,472.4
1995,5,ID,472.5
1995,6,ID,474.1
1995,7,ID,473.7
1995,8,ID,476.2
1995,9,ID,479.3
1995,10,ID,480.9
1995,11,ID,481.1
1995,12,ID,481.2
1996,1,ID,481.7
1996,2,ID,481.4
1996,3,ID,484.1
1996,4,ID,486.2
1996,5,ID,487.3
1996,6,ID,489.6
1996,7,ID,490.7
1996,8,ID,492.4
1996,9,ID,492.2
1996,10,ID,493.9
1996,11,ID,495.4
1996,12,ID,496.1
1997,1,ID,499.1
1997,2,ID,499.7
1997,3,ID,500.6
1997,4,ID,502.8
1997,5,ID,503.8
1997,6,ID,505.0
1997,7,ID,506.0
1997,8,ID,507.6
1997,9,ID,510.1
1997,10,ID,509.5
1997,11,ID,511.0
1997,12,ID,512.8
1998,1,ID,514.8
1998,2,ID,516.8
1998,3,ID,516.1
1998,4,ID,517.2
1998,5,ID,519.7
1998,6,ID,519.0
1998,7,ID,521.6
1998,8,ID,523.9
1998,9,ID,524.4
1998,10,ID,526.4
1998,11,ID,527.8
1998,12,ID,529.4
1999,1,ID,529.8
1999,2,ID,531.7
1999,3,ID,532.9
1999,4,ID,534.2
1999,5,ID,536.0
1999,6,ID,539.5
1999,7,ID,541.1
1999,8,ID,542.2
1999,9,ID,543.4
1999,10,ID,545.3
1999,11,ID,547.0
1999,12,ID,548.5
2000,1,ID,550.8
2000,2,ID,552.0
2000,3,ID,553.5
2000,4,ID,558.7
2000,5,ID,561.4
2000,6,ID,559.9
2000,7,ID,561.0
2000,8,ID,563.6
2000,9,ID,564.1
2000,10,ID,563.6
2000,11,ID,566.0
2000,12,ID,566.4
2001,1,ID,567.9
2001,2,ID,569.3
2001,3,ID,570.9
2001,4,ID,570.5
2001,5,ID,569.8
2001,6,ID,569.4
2001,7,ID,568.6
2001,8,ID,569.6
2001,9,ID,567.8
2001,10,ID,565.6
2001,11,ID,564.2
2001,12,ID,563.8
2002,1,ID,564.8
2002,2,ID,564.1
2002,3,ID,563.6
2002,4,ID,567.0
2002,5,ID,568.1
2002,6,ID,569.5
2002,7,ID,570.0
2002,8,ID,569.1
2002,9,ID,569.6
2002,10,ID,572.8
2002,11,ID,573.3
2002,12,ID,573.3
2003,1,ID,574.2
2003,2,ID,572.0
2003,3,ID,571.2
2003,4,ID,569.5
2003,5,ID,570.1
2003,6,ID,571.2
2003,7,ID,570.3
2003,8,ID,571.2
2003,9,ID,572.8
2003,10,ID,574.3
2003,11,ID,575.4
2003,12,ID,576.8
2004,1,ID,577.4
2004,2,ID,579.1
2004,3,ID,581.7
2004,4,ID,584.9
2004,5,ID,586.5
2004,6,ID,588.3
2004,7,ID,589.1
2004,8,ID,590.8
2004,9,ID,590.9
2004,10,ID,594.8
2004,11,ID,596.7
2004,12,ID,598.1
2005,1,ID,601.0
2005,2,ID,602.7
2005,3,ID,604.1
2005,4,ID,605.9
2005,5,ID,606.1
2005,6,ID,607.0
2005,7,ID,612.1
2005,8,ID,614.0
2005,9,ID,617.7
2005,10,ID,618.0
2005,11,ID,621.4
2005,12,ID,624.4
2006,1,ID,627.6
2006,2,ID,629.9
2006,3,ID,632.7
2006,4,ID,635.6
2006,5,ID,636.6
2006,6,ID,638.5
2006,7,ID,640.3
2006,8,ID,642.0
2006,9,ID,643.0
2006,10,ID,642.7
2006,11,ID,644.6
2006,12,ID,646.0
2007,1,ID,648.0
2007,2,ID,650.3
2007,3,ID,652.8
2007,4,ID,654.2
2007,5,ID,655.5
2007,6,ID,657.6
2007,7,ID,655.7
2007,8,ID,656.5
2007,9,ID,655.4
2007,10,ID,654.9
2007,11,ID,656.9
2007,12,ID,656.6
2008,1,ID,653.4
2008,2,ID,654.1
2008,3,ID,654.5
2008,4,ID,654.2
2008,5,ID,654.1
2008,6,ID,653.0
2008,7,ID,653.3
2008,8,ID,650.1
2008,9,ID,647.7
2008,10,ID,640.7
2008,11,ID,634.9
2008,12,ID,631.5
2009,1,ID,625.1
2009,2,ID,619.0
2009,3,ID,614.6
2009,4,ID,610.1
2009,5,ID,608.3
2009,6,ID,609.4
2009,7,ID,605.4
2009,8,ID,604.1
2009,9,ID,603.0
2009,10,ID,605.4
2009,11,ID,604.1
2009,12,ID,603.4
2010,1,ID,598.7
2010,2,ID,600.6
2010,3,ID,602.0
2010,4,ID,603.2
2010,5,ID,605.7
2010,6,ID,602.2
2010,7,ID,603.5
2010,8,ID,603.7
2010,9,ID,601.9
2010,10,ID,606.0
2010,11,ID,605.3
2010,12,ID,604.5
2011,1,ID,605.1
2011,2,ID,605.0
2011,3,ID,604.7
2011,4,ID,607.9
2011,5,ID,607.7
2011,6,ID,608.7
2011,7,ID,611.7
2011,8,ID,612.8
2011,9,ID,613.8
2011,10,ID,614.2
2011,11,ID,616.1
2011,12,ID,617.8
2012,1,ID,615.1
2012,2,ID,616.1
2012,3,ID,616.6
2012,4,ID,617.6
2012,5,ID,619.5
2012,6,ID,620.9
2012,7,ID,621.4
2012,8,ID,622.8
2012,9,ID,626.2
2012,10,ID,627.4
2012,11,ID,629.6
2012,12,ID,629.9
2013,1,ID,630.5
2013,2,ID,632.5
2013,3,ID,634.0
2013,4,ID,634.4
2013,5,ID,636.8
2013,6,ID,636.9
2013,7,ID,636.5
2013,8,ID,638.0
2013,9,ID,638.4
2013,10,ID,643.5
2013,11,ID,644.1
2013,12,ID,645.1
2014,1,ID,647.2
2014,2,ID,649.3
2014,3,ID,650.7
2014,4,ID,652.4
2014,5,ID,652.0
2014,6,ID,653.3
2014,7,ID,654.1
2014,8,ID,655.1
2014,9,ID,655.0
2014,10,ID,657.3
2014,11,ID,658.7
2014,12,ID,660.5
2015,1,ID,662.6
2015,2,ID,663.4
2015,3,ID,666.1
2015,4,ID,666.4
2015,5,ID,669.2
2015,6,ID,670.3
2015,7,ID,672.4
2015,8,ID,673.0
2015,9,ID,676.2
2015,10,ID,677.6
2015,11,ID,679.5
2015,12,ID,681.9
2016,1,ID,682.7
2016,2,ID,686.1
2016,3,ID,688.9
2016,4,ID,689.2
2016,5,ID,690.3
2016,6,ID,692.1
2016,7,ID,696.9
2016,8,ID,698.3
2016,9,ID,700.5
2016,10,ID,700.0
2016,11,ID,702.5
2016,12,ID,703.2
2017,1,ID,706.1
2017,2,ID,706.5
2017,3,ID,710.2
2017,4,ID,710.1
2017,5,ID,712.6
2017,6,ID,715.6
2017,7,ID,714.7
2017,8,ID,717.3
2017,9,ID,719.7
2017,10,ID,720.0
2017,11,ID,721.6
2017,12,ID,724.0
2018,1,ID,727.0
2018,2,ID,730.4
2018,3,ID,731.4
2018,4,ID,733.5
2018,5,ID,736.0
2018,6,ID,739.4
2018,7,ID,740.3
2018,8,ID,742.4
2018,9,ID,742.0
2018,10,ID,745.5
2018,11,ID,746.7
2018,12,ID,748.8
2019,1,ID,750.6
2019,2,ID,751.7
2019,3,ID,752.4
2019,4,ID,755.5
2019,5,ID,758.3
2019,6,ID,759.0
2019,7,ID,760.0
2019,8,ID,763.6
2019,9,ID,762.8
2019,10,ID,766.7
2019,11,ID,769.9
2019,12,ID,771.6
2020,1,ID,772.6
2020,2,ID,773.3
2020,3,ID,773.6
2020,4,ID,694.3
2020,5,ID,719.1
2020,6,ID,740.3
2020,7,ID,749.5
2020,8,ID,758.0
2020,9,ID,760.5
2020,10,ID,766.4
2020,11,ID,770.4
2020,12,ID,774.8
2021,1,ID,777.6
2021,2,ID,782.2
2021,3,ID,786.7
2021,4,ID,790.5
2021,5,ID,793.1
2021,6,ID,796.5
2021,7,ID,800.9
2021,8,ID,803.4
2021,9,ID,802.0
2021,10,ID,806.1
2021,11,ID,809.3
2021,12,ID,813.2
2022,1,ID,816.6
2022,2,ID,820.5
2022,3,ID,823.4
2022,4,ID,821.6
2022,5,ID,822.7
2022,6,ID,825.2
2022,7,ID,831.1
2022,8,ID,832.7
2022,9,ID,834.0
2022,10,ID,833.7
2022,11,ID,836.8
2022,12,ID,836.6
2023,1,ID,839.2
2023,2,ID,840.3
2023,3,ID,836.1
2023,4,ID,845.1
2023,5,ID,846.8
2023,6,ID,850.6
2023,7,ID,845.6
2023,8,ID,848.4
2023,9,ID,850.4
2023,10,ID,858.8
2023,11,ID,861.2
2023,12,ID,864.1
2024,1,ID,854.9
2024,2,ID,855.3
2024,3,ID,854.6
2024,4,ID,859.8
2024,5,ID,861.0
2024,6,ID,862.9
2024,7,ID,867.4
2024,8,ID,869.0
2024,9,ID,866.1
2024,10,ID,869.0
2024,11,ID,872.9
2024,12,ID,876.9
2025,1,ID,878.0
2025,2,ID,877.3
2025,3,ID,876.2
2025,4,ID,880.9
2025,5,ID,882.4
2025,6,ID,881.7
2025,7,ID,881.7
2025,8,ID,882.2
2025,9,ID,882.1
2025,10,ID,881.7
2025,11,ID,885.6
2025,12,ID,885.9
1990,1,IL,5270.1
1990,2,IL,5279.1
1990,3,IL,5291.3
1990,4,IL,5282.1
1990,5,IL,5289.6
1990,6,IL,5299.2
1990,7,IL,5303.3
1990,8,IL,5308.4
1990,9,IL,5297.8
1990,10,IL,5279.7
1990,11,IL,5273.7
1990,12,IL,5270.2
1991,1,IL,5276.5
1991,2,IL,5257.7
1991,3,IL,5254.9
1991,4,IL,5254.8
1991,5,IL,5241.3
1991,6,IL,5232.0
1991,7,IL,5219.3
1991,8,IL,5205.9
1991,9,IL,5213.9
1991,10,IL,5217.1
1991,11,IL,5212.9
1991,12,IL,5203.4
1992,1,IL,5213.1
1992,2,IL,5210.3
1992,3,IL,5207.5
1992,4,IL,5207.8
1992,5,IL,5221.6
1992,6,IL,5227.8
1992,7,IL,5234.5
1992,8,IL,5242.5
1992,9,IL,5246.3
1992,10,IL,5256.6
1992,11,IL,5270.1
1992,12,IL,5271.3
1993,1,IL,5288.0
1993,2,IL,5295.6
1993,3,IL,5290.0
1993,4,IL,5311.2
1993,5,IL,5321.0
1993,6,IL,5318.9
1993,7,IL,5320.9
1993,8,IL,5333.8
1993,9,IL,5343.1
1993,10,IL,5372.5
1993,11,IL,5382.8
1993,12,IL,5397.3
1994,1,IL,5393.2
1994,2,IL,5402.2
1994,3,IL,5427.9
1994,4,IL,5440.2
1994,5,IL,5456.9
1994,6,IL,5469.2
1994,7,IL,5468.6
1994,8,IL,5480.6
1994,9,IL,5502.8
1994,10,IL,5486.9
1994,11,IL,5505.7
1994,12,IL,5514.3
1995,1,IL,5551.5
1995,2,IL,5569.7
1995,3,IL,5583.9
1995,4,IL,5580.7
1995,5,IL,5578.4
1995,6,IL,5595.6
1995,7,IL,5563.8
1995,8,IL,5577.9
1995,9,IL,5631.6
1995,10,IL,5612.7
1995,11,IL,5619.7
1995,12,IL,5632.1
1996,1,IL,5644.6
1996,2,IL,5647.3
1996,3,IL,5655.2
1996,4,IL,5658.0
1996,5,IL,5662.7
1996,6,IL,5682.9
1996,7,IL,5680.0
1996,8,IL,5693.5
1996,9,IL,5688.7
1996,10,IL,5702.8
1996,11,IL,5722.0
1996,12,IL,5722.5
1997,1,IL,5726.1
1997,2,IL,5727.7
1997,3,IL,5739.8
1997,4,IL,5740.4
1997,5,IL,5760.9
1997,6,IL,5767.1
1997,7,IL,5760.1
1997,8,IL,5757.7
1997,9,IL,5773.3
1997,10,IL,5784.3
1997,11,IL,5812.5
1997,12,IL,5827.4
1998,1,IL,5846.6
1998,2,IL,5849.8
1998,3,IL,5848.2
1998,4,IL,5860.4
1998,5,IL,5880.7
1998,6,IL,5885.7
1998,7,IL,5904.5
1998,8,IL,5911.4
