year,month,state,EHE
2009,4,MT,429.2
2009,5,MT,429.1
2009,6,MT,429.2
2009,7,MT,427.9
2009,8,MT,427.5
2009,9,MT,427.0
2009,10,MT,427.3
2009,11,MT,427.5
2009,12,MT,427.0
2010,1,MT,427.6
2010,2,MT,426.3
2010,3,MT,427.9
2010,4,MT,427.5
2010,5,MT,429.7
2010,6,MT,428.0
2010,7,MT,428.4
2010,8,MT,428.8
2010,9,MT,428.1
2010,10,MT,428.3
2010,11,MT,427.6
2010,12,MT,427.7
2011,1,MT,427.9
2011,2,MT,427.9
2011,3,MT,429.4
2011,4,MT,429.7
2011,5,MT,430.3
2011,6,MT,430.3
2011,7,MT,429.5
2011,8,MT,431.9
2011,9,MT,433.4
2011,10,MT,433.6
2011,11,MT,434.7
2011,12,MT,435.7
2012,1,MT,437.0
2012,2,MT,436.5
2012,3,MT,437.0
2012,4,MT,438.7
2012,5,MT,440.0
2012,6,MT,440.1
2012,7,MT,440.6
2012,8,MT,441.3
2012,9,MT,443.2
2012,10,MT,442.8
2012,11,MT,442.9
2012,12,MT,444.1
2013,1,MT,445.4
2013,2,MT,446.7
2013,3,MT,447.5
2013,4,MT,448.4
2013,5,MT,448.5
2013,6,MT,448.1
2013,7,MT,447.1
2013,8,MT,449.3
2013,9,MT,450.4
2013,10,MT,450.8
2013,11,MT,451.2
2013,12,MT,451.2
2014,1,MT,451.6
2014,2,MT,452.3
2014,3,MT,451.1
2014,4,MT,452.5
2014,5,MT,452.5
2014,6,MT,453.2
2014,7,MT,454.5
2014,8,MT,455.0
2014,9,MT,455.6
2014,10,MT,453.6
2014,11,MT,453.5
2014,12,MT,455.1
2015,1,MT,458.9
2015,2,MT,460.3
2015,3,MT,460.9
2015,4,MT,460.8
2015,5,MT,460.9
2015,6,MT,460.5
2015,7,MT,461.2
2015,8,MT,461.8
2015,9,MT,463.5
2015,10,MT,464.8
2015,11,MT,465.6
2015,12,MT,466.2
2016,1,MT,466.0
2016,2,MT,466.7
2016,3,MT,467.3
2016,4,MT,467.5
2016,5,MT,467.3
2016,6,MT,467.1
2016,7,MT,467.5
2016,8,MT,468.4
2016,9,MT,469.6
2016,10,MT,469.1
2016,11,MT,470.3
2016,12,MT,470.1
2017,1,MT,470.3
2017,2,MT,470.4
2017,3,MT,472.1
2017,4,MT,472.5
2017,5,MT,472.8
2017,6,MT,473.7
2017,7,MT,472.9
2017,8,MT,473.7
2017,9,MT,474.2
2017,10,MT,473.7
2017,11,MT,473.8
2017,12,MT,474.5
2018,1,MT,476.0
2018,2,MT,475.6
2018,3,MT,476.6
2018,4,MT,476.0
2018,5,MT,478.2
2018,6,MT,479.1
2018,7,MT,479.1
2018,8,MT,479.5
2018,9,MT,480.1
2018,10,MT,480.5
2018,11,MT,481.9
2018,12,MT,482.2
2019,1,MT,482.2
2019,2,MT,480.8
2019,3,MT,480.1
2019,4,MT,482.4
2019,5,MT,484.2
2019,6,MT,483.1
2019,7,MT,485.7
2019,8,MT,486.3
2019,9,MT,486.4
2019,10,MT,488.1
2019,11,MT,487.6
2019,12,MT,487.3
2020,1,MT,488.7
2020,2,MT,487.9
2020,3,MT,486.6
2020,4,MT,425.3
2020,5,MT,449.3
2020,6,MT,458.8
2020,7,MT,464.3
2020,8,MT,468.6
2020,9,MT,475.4
2020,10,MT,477.8
2020,11,MT,479.2
2020,12,MT,480.3
2021,1,MT,482.6
2021,2,MT,482.6
2021,3,MT,487.0
2021,4,MT,488.2
2021,5,MT,489.9
2021,6,MT,491.6
2021,7,MT,492.5
2021,8,MT,493.6
2021,9,MT,494.8
2021,10,MT,499.0
2021,11,MT,500.6
2021,12,MT,503.0
2022,1,MT,502.1
2022,2,MT,505.3
2022,3,MT,506.9
2022,4,MT,506.7
2022,5,MT,507.0
2022,6,MT,506.9
2022,7,MT,512.2
2022,8,MT,512.8
2022,9,MT,513.5
2022,10,MT,513.9
2022,11,MT,513.6
2022,12,MT,514.2
2023,1,MT,517.3
2023,2,MT,517.7
2023,3,MT,518.1
2023,4,MT,518.1
2023,5,MT,518.1
2023,6,MT,520.3
2023,7,MT,518.7
2023,8,MT,520.7
2023,9,MT,520.5
2023,10,MT,521.4
2023,11,MT,521.5
2023,12,MT,522.2
2024,1,MT,520.9
2024,2,MT,521.8
2024,3,MT,523.3
2024,4,MT,524.6
2024,5,MT,526.5
2024,6,MT,529.3
2024,7,MT,528.7
2024,8,MT,528.1
2024,9,MT,528.0
2024,10,MT,526.0
2024,11,MT,526.6
2024,12,MT,528.2
2025,1,MT,528.0
2025,2,MT,524.6
2025,3,MT,525.8
2025,4,MT,526.4
2025,5,MT,529.2
2025,6,MT,528.6
2025,7,MT,529.8
2025,8,MT,529.2
2025,9,MT,529.0
2025,10,MT,529.9
2025,11,MT,530.3
2025,12,MT,532.4
1990,1,NE,720.6
1990,2,NE,723.7
1990,3,NE,724.3
1990,4,NE,730.2
1990,5,NE,731.1
1990,6,NE,732.8
1990,7,NE,732.9
1990,8,NE,734.3
1990,9,NE,733.2
1990,10,NE,732.3
1990,11,NE,739.3
1990,12,NE,736.7
1991,1,NE,738.9
1991,2,NE,738.3
1991,3,NE,738.8
1991,4,NE,738.6
1991,5,NE,736.3
1991,6,NE,738.0
1991,7,NE,744.7
1991,8,NE,745.4
1991,9,NE,746.7
1991,10,NE,742.0
1991,11,NE,739.8
1991,12,NE,742.2
1992,1,NE,747.0
1992,2,NE,747.8
1992,3,NE,747.2
1992,4,NE,748.0
1992,5,NE,751.1
1992,6,NE,752.0
1992,7,NE,751.5
1992,8,NE,752.7
1992,9,NE,754.8
1992,10,NE,756.1
1992,11,NE,759.1
1992,12,NE,756.9
1993,1,NE,756.7
1993,2,NE,758.8
1993,3,NE,759.9
1993,4,NE,766.4
1993,5,NE,766.5
1993,6,NE,768.2
1993,7,NE,768.2
1993,8,NE,774.1
1993,9,NE,775.3
1993,10,NE,779.3
1993,11,NE,781.1
1993,12,NE,781.7
1994,1,NE,785.1
1994,2,NE,787.2
1994,3,NE,787.6
1994,4,NE,792.4
1994,5,NE,798.0
1994,6,NE,799.0
1994,7,NE,801.9
1994,8,NE,801.6
1994,9,NE,805.1
1994,10,NE,806.0
1994,11,NE,815.5
1994,12,NE,811.7
1995,1,NE,813.0
1995,2,NE,814.5
1995,3,NE,815.5
1995,4,NE,816.8
1995,5,NE,814.7
1995,6,NE,817.9
1995,7,NE,819.5
1995,8,NE,827.5
1995,9,NE,823.3
1995,10,NE,826.4
1995,11,NE,828.2
1995,12,NE,827.5
1996,1,NE,832.4
1996,2,NE,834.3
1996,3,NE,835.3
1996,4,NE,836.3
1996,5,NE,835.9
1996,6,NE,837.9
1996,7,NE,836.8
1996,8,NE,841.0
1996,9,NE,840.5
1996,10,NE,844.2
1996,11,NE,845.6
1996,12,NE,845.4
1997,1,NE,847.6
1997,2,NE,847.9
1997,3,NE,854.0
1997,4,NE,852.6
1997,5,NE,855.4
1997,6,NE,857.1
1997,7,NE,860.2
1997,8,NE,858.9
1997,9,NE,861.9
1997,10,NE,862.0
1997,11,NE,866.4
1997,12,NE,868.4
1998,1,NE,868.2
1998,2,NE,871.3
1998,3,NE,869.9
1998,4,NE,875.4
1998,5,NE,875.7
1998,6,NE,876.7
1998,7,NE,883.3
1998,8,NE,881.9
1998,9,NE,883.1
1998,10,NE,886.2
1998,11,NE,890.9
1998,12,NE,892.3
1999,1,NE,886.5
1999,2,NE,889.7
1999,3,NE,888.6
1999,4,NE,891.4
1999,5,NE,890.8
1999,6,NE,895.5
1999,7,NE,900.9
1999,8,NE,899.5
1999,9,NE,900.0
1999,10,NE,901.1
1999,11,NE,903.0
1999,12,NE,905.7
2000,1,NE,909.3
2000,2,NE,908.7
2000,3,NE,912.9
2000,4,NE,909.7
2000,5,NE,912.6
2000,6,NE,916.6
2000,7,NE,913.5
2000,8,NE,915.6
2000,9,NE,914.6
2000,10,NE,914.9
2000,11,NE,916.1
2000,12,NE,914.1
2001,1,NE,918.8
2001,2,NE,917.7
2001,3,NE,918.5
2001,4,NE,919.4
2001,5,NE,920.9
2001,6,NE,922.2
2001,7,NE,920.1
2001,8,NE,922.8
2001,9,NE,918.4
2001,10,NE,916.8
2001,11,NE,919.1
2001,12,NE,916.9
2002,1,NE,910.7
2002,2,NE,911.8
2002,3,NE,911.5
2002,4,NE,912.6
2002,5,NE,911.6
2002,6,NE,912.3
2002,7,NE,910.7
2002,8,NE,910.2
2002,9,NE,910.2
2002,10,NE,910.6
2002,11,NE,909.0
2002,12,NE,910.4
2003,1,NE,916.4
2003,2,NE,914.3
2003,3,NE,911.7
2003,4,NE,915.7
2003,5,NE,914.1
2003,6,NE,914.0
2003,7,NE,911.0
2003,8,NE,911.0
2003,9,NE,911.3
2003,10,NE,913.3
2003,11,NE,914.3
2003,12,NE,915.0
2004,1,NE,916.9
2004,2,NE,913.3
2004,3,NE,915.7
2004,4,NE,919.2
2004,5,NE,919.6
2004,6,NE,921.4
2004,7,NE,921.9
2004,8,NE,924.7
2004,9,NE,925.2
2004,10,NE,925.2
2004,11,NE,925.9
2004,12,NE,927.3
2005,1,NE,927.4
2005,2,NE,929.9
2005,3,NE,931.8
2005,4,NE,932.7
2005,5,NE,932.1
2005,6,NE,933.4
2005,7,NE,936.1
2005,8,NE,935.6
2005,9,NE,936.9
2005,10,NE,937.5
2005,11,NE,938.5
2005,12,NE,938.3
2006,1,NE,940.9
2006,2,NE,944.3
2006,3,NE,943.9
2006,4,NE,942.5
2006,5,NE,942.8
2006,6,NE,946.1
2006,7,NE,945.5
2006,8,NE,946.0
2006,9,NE,948.6
2006,10,NE,947.7
2006,11,NE,949.9
2006,12,NE,951.6
2007,1,NE,954.6
2007,2,NE,955.6
2007,3,NE,955.7
2007,4,NE,957.8
2007,5,NE,960.0
2007,6,NE,962.1
2007,7,NE,962.9
2007,8,NE,964.6
2007,9,NE,965.3
2007,10,NE,966.5
2007,11,NE,967.0
2007,12,NE,967.9
2008,1,NE,971.9
2008,2,NE,970.9
2008,3,NE,971.1
2008,4,NE,970.5
2008,5,NE,970.4
2008,6,NE,968.7
2008,7,NE,968.1
2008,8,NE,968.8
2008,9,NE,968.6
2008,10,NE,969.9
2008,11,NE,968.0
2008,12,NE,966.5
2009,1,NE,962.6
2009,2,NE,959.4
2009,3,NE,956.3
2009,4,NE,950.7
2009,5,NE,950.4
2009,6,NE,947.8
2009,7,NE,949.6
2009,8,NE,946.6
2009,9,NE,944.8
2009,10,NE,944.1
2009,11,NE,944.0
2009,12,NE,939.7
2010,1,NE,938.4
2010,2,NE,939.7
2010,3,NE,939.9
2010,4,NE,943.2
2010,5,NE,945.0
2010,6,NE,947.5
2010,7,NE,948.2
2010,8,NE,949.0
2010,9,NE,946.8
2010,10,NE,947.9
2010,11,NE,946.8
2010,12,NE,947.5
2011,1,NE,945.6
2011,2,NE,946.0
2011,3,NE,947.8
2011,4,NE,951.8
2011,5,NE,950.9
2011,6,NE,952.7
2011,7,NE,953.7
2011,8,NE,953.3
2011,9,NE,956.1
2011,10,NE,957.1
2011,11,NE,958.8
2011,12,NE,959.7
2012,1,NE,962.5
2012,2,NE,963.2
2012,3,NE,966.6
2012,4,NE,966.9
2012,5,NE,968.1
2012,6,NE,969.4
2012,7,NE,970.1
2012,8,NE,969.6
2012,9,NE,970.4
2012,10,NE,971.8
2012,11,NE,972.4
2012,12,NE,974.2
2013,1,NE,973.6
2013,2,NE,975.3
2013,3,NE,974.8
2013,4,NE,974.9
2013,5,NE,978.2
2013,6,NE,978.6
2013,7,NE,980.6
2013,8,NE,982.5
2013,9,NE,983.8
2013,10,NE,985.5
2013,11,NE,987.2
2013,12,NE,987.9
2014,1,NE,989.1
2014,2,NE,991.3
2014,3,NE,990.5
2014,4,NE,990.9
2014,5,NE,991.9
2014,6,NE,991.2
2014,7,NE,991.4
2014,8,NE,992.6
2014,9,NE,994.1
2014,10,NE,994.9
2014,11,NE,995.7
2014,12,NE,998.7
2015,1,NE,999.3
2015,2,NE,1001.6
2015,3,NE,1001.9
2015,4,NE,1003.4
2015,5,NE,1004.0
2015,6,NE,1005.9
2015,7,NE,1007.1
2015,8,NE,1009.0
2015,9,NE,1009.3
2015,10,NE,1011.3
2015,11,NE,1011.5
2015,12,NE,1013.3
2016,1,NE,1010.3
2016,2,NE,1010.7
2016,3,NE,1014.6
2016,4,NE,1015.0
2016,5,NE,1014.2
2016,6,NE,1014.6
2016,7,NE,1017.0
2016,8,NE,1015.9
2016,9,NE,1020.0
2016,10,NE,1018.2
2016,11,NE,1016.0
2016,12,NE,1014.5
2017,1,NE,1016.7
2017,2,NE,1019.1
2017,3,NE,1019.4
2017,4,NE,1019.2
2017,5,NE,1017.3
2017,6,NE,1019.1
2017,7,NE,1016.9
2017,8,NE,1017.6
2017,9,NE,1018.6
2017,10,NE,1020.4
2017,11,NE,1020.1
2017,12,NE,1022.4
2018,1,NE,1020.9
2018,2,NE,1021.8
2018,3,NE,1023.0
2018,4,NE,1021.9
2018,5,NE,1025.3
2018,6,NE,1025.8
2018,7,NE,1026.2
2018,8,NE,1025.7
2018,9,NE,1025.9
2018,10,NE,1023.7
2018,11,NE,1024.8
2018,12,NE,1023.0
2019,1,NE,1028.2
2019,2,NE,1024.6
2019,3,NE,1021.8
2019,4,NE,1025.3
2019,5,NE,1026.4
2019,6,NE,1025.8
2019,7,NE,1026.7
2019,8,NE,1028.2
2019,9,NE,1027.6
2019,10,NE,1028.9
2019,11,NE,1030.0
2019,12,NE,1029.1
2020,1,NE,1032.2
2020,2,NE,1031.7
2020,3,NE,1026.4
2020,4,NE,934.0
2020,5,NE,943.8
2020,6,NE,960.9
2020,7,NE,974.4
2020,8,NE,984.1
2020,9,NE,988.5
2020,10,NE,992.4
2020,11,NE,993.7
2020,12,NE,996.5
2021,1,NE,997.9
2021,2,NE,995.9
2021,3,NE,1000.8
2021,4,NE,1003.1
2021,5,NE,1003.9
2021,6,NE,1006.9
2021,7,NE,1011.1
2021,8,NE,1011.8
2021,9,NE,1007.5
2021,10,NE,1013.0
2021,11,NE,1015.6
2021,12,NE,1019.3
2022,1,NE,1017.6
2022,2,NE,1021.8
2022,3,NE,1021.9
2022,4,NE,1021.8
2022,5,NE,1021.1
2022,6,NE,1023.3
2022,7,NE,1027.2
2022,8,NE,1029.6
2022,9,NE,1030.7
2022,10,NE,1032.3
2022,11,NE,1035.0
2022,12,NE,1036.4
2023,1,NE,1040.4
2023,2,NE,1042.3
2023,3,NE,1042.8
2023,4,NE,1045.8
2023,5,NE,1047.5
2023,6,NE,1054.9
2023,7,NE,1049.9
2023,8,NE,1050.8
2023,9,NE,1053.6
2023,10,NE,1053.1
2023,11,NE,1052.4
2023,12,NE,1053.9
2024,1,NE,1050.2
2024,2,NE,1055.3
2024,3,NE,1058.8
2024,4,NE,1057.4
2024,5,NE,1058.4
2024,6,NE,1057.8
2024,7,NE,1057.2
2024,8,NE,1057.5
2024,9,NE,1059.1
2024,10,NE,1060.6
2024,11,NE,1059.3
2024,12,NE,1060.3
2025,1,NE,1059.3
2025,2,NE,1059.1
2025,3,NE,1060.9
2025,4,NE,1063.2
2025,5,NE,1065.8
2025,6,NE,1066.7
2025,7,NE,1063.0
2025,8,NE,1063.5
2025,9,NE,1061.1
2025,10,NE,1058.5
2025,11,NE,1058.0
2025,12,NE,1055.3
1990,1,NV,609.8
1990,2,NV,610.0
1990,3,NV,613.0
1990,4,NV,615.9
1990,5,NV,616.0
1990,6,NV,619.1
1990,7,NV,626.5
1990,8,NV,626.3
1990,9,NV,626.8
1990,10,NV,628.0
1990,11,NV,629.3
1990,12,NV,628.0
1991,1,NV,628.4
1991,2,NV,628.1
1991,3,NV,627.6
1991,4,NV,628.9
1991,5,NV,628.3
1991,6,NV,630.1
1991,7,NV,629.1
1991,8,NV,627.5
1991,9,NV,630.5
1991,10,NV,628.6
1991,11,NV,625.8
1991,12,NV,628.4
1992,1,NV,627.8
1992,2,NV,629.1
1992,3,NV,629.9
1992,4,NV,632.6
1992,5,NV,636.9
1992,6,NV,633.7
1992,7,NV,639.8
1992,8,NV,641.2
1992,9,NV,647.3
1992,10,NV,643.5
1992,11,NV,650.9
1992,12,NV,647.9
1993,1,NV,652.4
1993,2,NV,654.0
1993,3,NV,657.0
1993,4,NV,659.5
1993,5,NV,662.6
1993,6,NV,667.8
1993,7,NV,669.8
1993,8,NV,672.8
1993,9,NV,675.0
1993,10,NV,689.2
1993,11,NV,693.5
1993,12,NV,703.0
1994,1,NV,711.2
1994,2,NV,715.7
1994,3,NV,719.6
1994,4,NV,726.2
1994,5,NV,731.3
1994,6,NV,732.2
1994,7,NV,741.7
1994,8,NV,747.0
1994,9,NV,751.5
1994,10,NV,753.4
1994,11,NV,760.2
1994,12,NV,763.0
1995,1,NV,762.1
1995,2,NV,767.0
1995,3,NV,775.0
1995,4,NV,777.2
1995,5,NV,778.9
1995,6,NV,781.9
1995,7,NV,787.3
1995,8,NV,791.1
1995,9,NV,797.6
1995,10,NV,800.4
1995,11,NV,804.9
1995,12,NV,807.6
1996,1,NV,815.4
1996,2,NV,820.2
1996,3,NV,823.3
1996,4,NV,832.9
1996,5,NV,835.3
1996,6,NV,839.1
1996,7,NV,846.6
1996,8,NV,847.9
1996,9,NV,855.1
1996,10,NV,858.4
1996,11,NV,868.6
1996,12,NV,868.9
1997,1,NV,875.9
1997,2,NV,879.3
1997,3,NV,881.4
1997,4,NV,881.3
1997,5,NV,884.9
1997,6,NV,887.2
1997,7,NV,892.0
1997,8,NV,892.0
1997,9,NV,897.5
1997,10,NV,900.9
1997,11,NV,904.0
1997,12,NV,909.2
1998,1,NV,903.4
1998,2,NV,906.4
1998,3,NV,908.4
1998,4,NV,912.7
1998,5,NV,918.3
1998,6,NV,923.6
1998,7,NV,927.5
1998,8,NV,931.5
1998,9,NV,934.4
1998,10,NV,941.6
1998,11,NV,947.5
1998,12,NV,952.6
1999,1,NV,958.2
1999,2,NV,963.4
1999,3,NV,971.4
1999,4,NV,974.5
1999,5,NV,977.3
1999,6,NV,979.8
1999,7,NV,983.8
1999,8,NV,986.9
1999,9,NV,990.7
1999,10,NV,999.4
1999,11,NV,1003.6
1999,12,NV,1007.7
2000,1,NV,1009.1
2000,2,NV,1010.5
2000,3,NV,1012.7
2000,4,NV,1017.6
2000,5,NV,1023.2
2000,6,NV,1021.7
2000,7,NV,1028.1
2000,8,NV,1038.1
2000,9,NV,1037.3
2000,10,NV,1038.3
2000,11,NV,1042.1
2000,12,NV,1045.7
2001,1,NV,1051.5
2001,2,NV,1056.0
2001,3,NV,1056.7
2001,4,NV,1055.5
2001,5,NV,1055.2
2001,6,NV,1056.3
2001,7,NV,1056.1
2001,8,NV,1055.8
2001,9,NV,1056.3
2001,10,NV,1039.3
2001,11,NV,1038.2
2001,12,NV,1037.9
2002,1,NV,1036.1
2002,2,NV,1037.3
2002,3,NV,1042.2
2002,4,NV,1047.9
2002,5,NV,1050.5
2002,6,NV,1049.7
2002,7,NV,1052.9
2002,8,NV,1055.6
2002,9,NV,1057.0
2002,10,NV,1061.9
2002,11,NV,1063.8
2002,12,NV,1067.0
2003,1,NV,1071.1
2003,2,NV,1075.6
2003,3,NV,1076.6
2003,4,NV,1075.3
2003,5,NV,1078.5
2003,6,NV,1079.7
2003,7,NV,1086.6
2003,8,NV,1091.9
2003,9,NV,1097.4
2003,10,NV,1104.7
2003,11,NV,1108.1
2003,12,NV,1114.2
2004,1,NV,1120.1
2004,2,NV,1121.2
2004,3,NV,1127.0
2004,4,NV,1137.3
2004,5,NV,1142.2
2004,6,NV,1149.1
2004,7,NV,1156.6
2004,8,NV,1160.1
2004,9,NV,1167.4
2004,10,NV,1180.2
2004,11,NV,1181.7
2004,12,NV,1186.7
2005,1,NV,1186.4
2005,2,NV,1193.1
2005,3,NV,1200.8
2005,4,NV,1212.8
2005,5,NV,1215.3
2005,6,NV,1219.4
2005,7,NV,1228.1
2005,8,NV,1231.6
2005,9,NV,1239.6
2005,10,NV,1241.2
2005,11,NV,1248.2
2005,12,NV,1254.3
2006,1,NV,1261.4
2006,2,NV,1268.4
2006,3,NV,1275.0
2006,4,NV,1276.7
2006,5,NV,1279.5
2006,6,NV,1283.4
2006,7,NV,1282.2
2006,8,NV,1285.7
2006,9,NV,1285.6
2006,10,NV,1282.6
2006,11,NV,1284.4
2006,12,NV,1288.4
2007,1,NV,1289.0
2007,2,NV,1296.8
2007,3,NV,1298.0
2007,4,NV,1295.5
2007,5,NV,1297.0
2007,6,NV,1294.2
2007,7,NV,1289.9
2007,8,NV,1288.2
2007,9,NV,1285.8
2007,10,NV,1287.7
2007,11,NV,1289.7
2007,12,NV,1293.0
2008,1,NV,1289.1
2008,2,NV,1286.7
2008,3,NV,1283.5
2008,4,NV,1282.4
2008,5,NV,1279.8
2008,6,NV,1274.4
2008,7,NV,1268.2
2008,8,NV,1261.8
2008,9,NV,1255.7
2008,10,NV,1240.8
2008,11,NV,1227.7
2008,12,NV,1213.4
2009,1,NV,1197.6
2009,2,NV,1184.7
2009,3,NV,1170.4
2009,4,NV,1156.4
2009,5,NV,1149.5
2009,6,NV,1143.5
2009,7,NV,1137.2
2009,8,NV,1133.0
2009,9,NV,1131.7
2009,10,NV,1125.3
2009,11,NV,1124.9
2009,12,NV,1126.7
2010,1,NV,1119.2
2010,2,NV,1117.5
2010,3,NV,1115.4
2010,4,NV,1118.7
2010,5,NV,1122.3
2010,6,NV,1120.6
2010,7,NV,1120.3
2010,8,NV,1119.2
2010,9,NV,1112.4
2010,10,NV,1115.9
2010,11,NV,1116.2
2010,12,NV,1117.6
2011,1,NV,1120.9
2011,2,NV,1121.4
2011,3,NV,1121.2
2011,4,NV,1123.7
2011,5,NV,1124.5
2011,6,NV,1123.2
2011,7,NV,1127.0
2011,8,NV,1127.3
2011,9,NV,1129.1
2011,10,NV,1130.2
2011,11,NV,1129.9
2011,12,NV,1130.4
2012,1,NV,1133.8
2012,2,NV,1134.7
2012,3,NV,1136.6
2012,4,NV,1139.2
2012,5,NV,1141.9
2012,6,NV,1145.2
2012,7,NV,1143.9
2012,8,NV,1147.5
2012,9,NV,1150.1
2012,10,NV,1152.9
2012,11,NV,1155.4
2012,12,NV,1154.2
2013,1,NV,1158.8
2013,2,NV,1160.4
2013,3,NV,1163.8
2013,4,NV,1168.0
2013,5,NV,1169.4
2013,6,NV,1176.0
2013,7,NV,1176.5
2013,8,NV,1180.0
2013,9,NV,1179.0
2013,10,NV,1181.8
2013,11,NV,1187.3
2013,12,NV,1188.5
2014,1,NV,1193.4
2014,2,NV,1198.2
2014,3,NV,1202.8
2014,4,NV,1208.2
2014,5,NV,1211.9
2014,6,NV,1213.1
2014,7,NV,1214.9
2014,8,NV,1221.4
2014,9,NV,1226.5
2014,10,NV,1229.2
2014,11,NV,1232.3
2014,12,NV,1237.6
2015,1,NV,1241.9
2015,2,NV,1243.7
2015,3,NV,1246.0
2015,4,NV,1248.7
2015,5,NV,1253.7
2015,6,NV,1255.1
2015,7,NV,1258.0
2015,8,NV,1263.0
2015,9,NV,1265.4
2015,10,NV,1271.5
2015,11,NV,1276.2
2015,12,NV,1281.0
2016,1,NV,1278.6
2016,2,NV,1280.9
2016,3,NV,1283.6
2016,4,NV,1289.2
2016,5,NV,1290.4
2016,6,NV,1293.5
2016,7,NV,1304.9
2016,8,NV,1307.1
2016,9,NV,1310.8
2016,10,NV,1311.5
2016,11,NV,1314.1
2016,12,NV,1316.8
2017,1,NV,1323.1
2017,2,NV,1327.6
2017,3,NV,1336.8
2017,4,NV,1332.3
2017,5,NV,1336.2
2017,6,NV,1337.8
2017,7,NV,1339.5
2017,8,NV,1341.4
2017,9,NV,1346.3
2017,10,NV,1348.2
2017,11,NV,1351.9
2017,12,NV,1358.4
2018,1,NV,1359.9
2018,2,NV,1368.2
2018,3,NV,1371.8
2018,4,NV,1373.7
2018,5,NV,1378.7
2018,6,NV,1382.3
2018,7,NV,1385.5
2018,8,NV,1391.0
2018,9,NV,1395.1
2018,10,NV,1397.5
2018,11,NV,1399.9
2018,12,NV,1399.9
2019,1,NV,1406.7
2019,2,NV,1409.8
2019,3,NV,1413.1
2019,4,NV,1414.9
2019,5,NV,1418.8
2019,6,NV,1418.6
2019,7,NV,1421.4
2019,8,NV,1425.5
2019,9,NV,1426.5
2019,10,NV,1426.4
2019,11,NV,1436.9
2019,12,NV,1439.9
2020,1,NV,1442.4
2020,2,NV,1443.2
2020,3,NV,1431.5
2020,4,NV,1114.1
2020,5,NV,1107.0
2020,6,NV,1201.4
2020,7,NV,1237.1
2020,8,NV,1253.5
2020,9,NV,1271.2
2020,10,NV,1290.1
2020,11,NV,1294.2
2020,12,NV,1293.8
2021,1,NV,1298.8
2021,2,NV,1308.0
2021,3,NV,1320.5
2021,4,NV,1339.6
2021,5,NV,1355.8
2021,6,NV,1372.6
2021,7,NV,1391.8
2021,8,NV,1402.0
2021,9,NV,1404.2
2021,10,NV,1424.6
2021,11,NV,1435.1
2021,12,NV,1443.1
2022,1,NV,1444.0
2022,2,NV,1460.7
2022,3,NV,1468.6
2022,4,NV,1480.4
2022,5,NV,1486.2
2022,6,NV,1490.4
2022,7,NV,1498.0
2022,8,NV,1504.3
2022,9,NV,1510.4
2022,10,NV,1508.4
2022,11,NV,1510.6
2022,12,NV,1513.2
2023,1,NV,1519.0
2023,2,NV,1522.4
2023,3,NV,1525.2
2023,4,NV,1527.1
2023,5,NV,1532.1
2023,6,NV,1540.0
2023,7,NV,1539.3
2023,8,NV,1542.2
2023,9,NV,1552.7
2023,10,NV,1554.7
2023,11,NV,1558.1
2023,12,NV,1562.9
2024,1,NV,1560.8
2024,2,NV,1565.8
2024,3,NV,1565.4
2024,4,NV,1570.1
2024,5,NV,1570.5
2024,6,NV,1568.5
2024,7,NV,1567.0
2024,8,NV,1570.2
2024,9,NV,1573.5
2024,10,NV,1572.2
2024,11,NV,1572.5
2024,12,NV,1580.4
2025,1,NV,1573.8
2025,2,NV,1573.2
2025,3,NV,1575.5
2025,4,NV,1579.9
2025,5,NV,1577.3
2025,6,NV,1573.2
2025,7,NV,1573.9
2025,8,NV,1570.5
2025,9,NV,1575.8
2025,10,NV,1572.0
2025,11,NV,1571.9
2025,12,NV,1571.4
1990,1,NH,518.6
1990,2,NH,516.9
1990,3,NH,517.1
1990,4,NH,512.5
1990,5,NH,509.7
1990,6,NH,507.9
1990,7,NH,504.8
1990,8,NH,503.4
1990,9,NH,503.9
1990,10,NH,497.7
1990,11,NH,495.4
1990,12,NH,492.7
1991,1,NH,488.7
1991,2,NH,485.6
1991,3,NH,483.6
1991,4,NH,480.0
1991,5,NH,478.7
1991,6,NH,478.8
1991,7,NH,475.6
1991,8,NH,477.6
1991,9,NH,478.3
1991,10,NH,480.5
1991,11,NH,481.6
1991,12,NH,481.5
1992,1,NH,482.6
1992,2,NH,481.8
1992,3,NH,482.4
1992,4,NH,484.3
1992,5,NH,486.8
1992,6,NH,486.2
1992,7,NH,484.6
1992,8,NH,484.7
1992,9,NH,486.7
1992,10,NH,488.5
1992,11,NH,489.9
1992,12,NH,491.2
1993,1,NH,494.0
1993,2,NH,495.9
1993,3,NH,495.5
1993,4,NH,497.4
1993,5,NH,499.1
1993,6,NH,500.4
1993,7,NH,503.4
1993,8,NH,505.3
1993,9,NH,505.8
1993,10,NH,504.9
1993,11,NH,506.2
1993,12,NH,508.5
1994,1,NH,512.2
1994,2,NH,514.6
1994,3,NH,516.3
1994,4,NH,517.5
1994,5,NH,518.1
1994,6,NH,520.6
1994,7,NH,522.6
1994,8,NH,526.0
1994,9,NH,526.7
1994,10,NH,527.4
1994,11,NH,529.0
1994,12,NH,531.5
1995,1,NH,531.1
1995,2,NH,532.7
1995,3,NH,535.5
1995,4,NH,535.7
