year,month,state,crime_rate
1990,10,AK,2129.0
1990,10,AL,7598.0
1990,10,AR,9948.0
1990,10,AZ,24235.0
1990,10,CA,167954.0
1990,10,CO,16849.0
1990,10,CT,15747.0
1990,10,DC,5752.0
1990,10,DE,3191.0
1990,10,FL,96389.0
1990,10,GA,32607.0
1990,10,HI,5400.0
1990,10,IA,9993.0
1990,10,ID,3497.0
1990,10,IL,60142.0
1990,10,IN,17637.0
1990,10,KS,11190.0
1990,10,KY,3915.0
1990,10,LA,20588.0
1990,10,MA,20065.0
1990,10,MD,25672.0
1990,10,ME,4208.0
1990,10,MI,50085.0
1990,10,MN,13978.0
1990,10,MO,21725.0
1990,10,MS,5594.0
1990,10,MT,2719.0
1990,10,NC,30445.0
1990,10,ND,1476.0
1990,10,NE,5912.0
1990,10,NH,3413.0
1990,10,NJ,37252.0
1990,10,NM,6538.0
1990,10,NV,6133.0
1990,10,NY,101027.0
1990,10,OH,43378.0
1990,10,OK,15333.0
1990,10,OR,13774.0
1990,10,PA,34829.0
1990,10,RI,4765.0
1990,10,SC,18358.0
1990,10,SD,1689.0
1990,10,TN,19061.0
1990,10,TX,114379.0
1990,10,UT,8254.0
1990,10,VA,24827.0
1990,10,VT,1726.0
1990,10,WA,25692.0
1990,10,WI,20158.0
1990,10,WV,3960.0
1990,10,WY,1577.0
1990,11,AK,1502.0
1990,11,AL,7127.0
1990,11,AR,9297.0
1990,11,AZ,22602.0
1990,11,CA,157481.0
1990,11,CO,15685.0
1990,11,CT,14031.0
1990,11,DC,5496.0
1990,11,DE,3068.0
1990,11,FL,80950.0
1990,11,GA,31879.0
1990,11,HI,5202.0
1990,11,IA,9593.0
1990,11,ID,3464.0
1990,11,IL,57162.0
1990,11,IN,16640.0
1990,11,KS,11170.0
1990,11,KY,3356.0
1990,11,LA,18875.0
1990,11,MA,18443.0
1990,11,MD,23662.0
1990,11,ME,3725.0
1990,11,MI,46190.0
1990,11,MN,12646.0
1990,11,MO,21025.0
1990,11,MS,5060.0
1990,11,MT,2103.0
1990,11,NC,29688.0
1990,11,ND,1318.0
1990,11,NE,5388.0
1990,11,NH,3267.0
1990,11,NJ,34493.0
1990,11,NM,5975.0
1990,11,NV,5913.0
1990,11,NY,92964.0
1990,11,OH,42190.0
1990,11,OK,13875.0
1990,11,OR,13550.0
1990,11,PA,33847.0
1990,11,RI,4517.0
1990,11,SC,17547.0
1990,11,SD,1565.0
1990,11,TN,18336.0
1990,11,TX,109097.0
1990,11,UT,7937.0
1990,11,VA,23657.0
1990,11,VT,1917.0
1990,11,WA,25294.0
1990,11,WI,18837.0
1990,11,WV,3899.0
1990,11,WY,1488.0
1990,12,AK,7128.0
1990,12,AL,113444.0
1990,12,AR,9357.0
1990,12,AZ,22876.0
1990,12,CA,163820.0
1990,12,CO,15599.0
1990,12,CT,14137.0
1990,12,DC,5584.0
1990,12,DE,2967.0
1990,12,FL,74570.0
1990,12,GA,30179.0
1990,12,HI,5557.0
1990,12,IA,8167.0
1990,12,ID,2901.0
1990,12,IL,55476.0
1990,12,IN,17578.0
1990,12,KS,10556.0
1990,12,KY,39722.0
1990,12,LA,19798.0
1990,12,MA,18787.0
1990,12,MD,24402.0
1990,12,ME,3822.0
1990,12,MI,46256.0
1990,12,MN,11965.0
1990,12,MO,20795.0
1990,12,MS,8289.0
1990,12,MT,2159.0
1990,12,NC,31485.0
1990,12,ND,1213.0
1990,12,NE,5583.0
1990,12,NH,3063.0
1990,12,NJ,35175.0
1990,12,NM,6265.0
1990,12,NV,6060.0
1990,12,NY,93217.0
1990,12,OH,41812.0
1990,12,OK,13846.0
1990,12,OR,12944.0
1990,12,PA,35025.0
1990,12,RI,4598.0
1990,12,SC,18508.0
1990,12,SD,1409.0
1990,12,TN,18970.0
1990,12,TX,109735.0
1990,12,UT,7203.0
1990,12,VA,24165.0
1990,12,VT,1939.0
1990,12,WA,24138.0
1990,12,WI,16636.0
1990,12,WV,3886.0
1990,12,WY,1359.0
1991,1,AK,1733.0
1991,1,AL,1135.0
1991,1,AR,9683.0
1991,1,AZ,22760.0
1991,1,CA,174418.0
1991,1,CO,16058.0
1991,1,CT,12903.0
1991,1,DC,5744.0
1991,1,DE,3098.0
1991,1,FL,95804.0
1991,1,GA,32649.0
1991,1,HI,5219.0
1991,1,IA,
1991,1,ID,2862.0
1991,1,IL,51651.0
1991,1,IN,16654.0
1991,1,KS,9290.0
1991,1,KY,
1991,1,LA,18846.0
1991,1,MA,18570.0
1991,1,MD,24193.0
1991,1,ME,3172.0
1991,1,MI,41427.0
1991,1,MN,9456.0
1991,1,MO,18991.0
1991,1,MS,6018.0
1991,1,MT,1667.0
1991,1,NC,31538.0
1991,1,ND,449.0
1991,1,NE,4496.0
1991,1,NH,2676.0
1991,1,NJ,32588.0
1991,1,NM,6722.0
1991,1,NV,6309.0
1991,1,NY,87498.0
1991,1,OH,38997.0
1991,1,OK,13185.0
1991,1,OR,13793.0
1991,1,PA,32053.0
1991,1,RI,4073.0
1991,1,SC,
1991,1,SD,1280.0
1991,1,TN,19459.0
1991,1,TX,110458.0
1991,1,UT,7500.0
1991,1,VA,23124.0
1991,1,VT,1413.0
1991,1,WA,25678.0
1991,1,WI,14497.0
1991,1,WV,3942.0
1991,1,WY,1493.0
1991,2,AK,1768.0
1991,2,AL,950.0
1991,2,AR,8640.0
1991,2,AZ,22411.0
1991,2,CA,158479.0
1991,2,CO,15713.0
1991,2,CT,12889.0
1991,2,DC,4883.0
1991,2,DE,2939.0
1991,2,FL,84831.0
1991,2,GA,30928.0
1991,2,HI,5178.0
1991,2,IA,
1991,2,ID,3310.0
1991,2,IL,52414.0
1991,2,IN,15429.0
1991,2,KS,9920.0
1991,2,KY,
1991,2,LA,18334.0
1991,2,MA,17827.0
1991,2,MD,22091.0
1991,2,ME,3172.0
1991,2,MI,39449.0
1991,2,MN,9365.0
1991,2,MO,19112.0
1991,2,MS,5390.0
1991,2,MT,1932.0
1991,2,NC,26764.0
1991,2,ND,552.0
1991,2,NE,4933.0
1991,2,NH,2741.0
1991,2,NJ,31265.0
1991,2,NM,5949.0
1991,2,NV,6120.0
1991,2,NY,81579.0
1991,2,OH,35771.0
1991,2,OK,13504.0
1991,2,OR,13143.0
1991,2,PA,30500.0
1991,2,RI,4168.0
1991,2,SC,
1991,2,SD,1399.0
1991,2,TN,17331.0
1991,2,TX,98591.0
1991,2,UT,7279.0
1991,2,VA,21435.0
1991,2,VT,1710.0
1991,2,WA,24543.0
1991,2,WI,14820.0
1991,2,WV,3642.0
1991,2,WY,1506.0
1991,3,AK,2782.0
1991,3,AL,20792.0
1991,3,AR,9689.0
1991,3,AZ,23494.0
1991,3,CA,172238.0
1991,3,CO,17680.0
1991,3,CT,13725.0
1991,3,DC,4881.0
1991,3,DE,3113.0
1991,3,FL,95696.0
1991,3,GA,31505.0
1991,3,HI,5773.0
1991,3,IA,
1991,3,ID,3648.0
1991,3,IL,56934.0
1991,3,IN,17890.0
1991,3,KS,11063.0
1991,3,KY,
1991,3,LA,19428.0
1991,3,MA,19703.0
1991,3,MD,23556.0
1991,3,ME,3554.0
1991,3,MI,46373.0
1991,3,MN,26921.0
1991,3,MO,20885.0
1991,3,MS,5633.0
1991,3,MT,1690.0
1991,3,NC,31111.0
1991,3,ND,592.0
1991,3,NE,5830.0
1991,3,NH,2974.0
1991,3,NJ,34689.0
1991,3,NM,6715.0
1991,3,NV,6530.0
1991,3,NY,90190.0
1991,3,OH,39967.0
1991,3,OK,14220.0
1991,3,OR,13714.0
1991,3,PA,33084.0
1991,3,RI,4379.0
1991,3,SC,
1991,3,SD,1704.0
1991,3,TN,19599.0
1991,3,TX,106898.0
1991,3,UT,8257.0
1991,3,VA,23248.0
1991,3,VT,1693.0
1991,3,WA,25198.0
1991,3,WI,17658.0
1991,3,WV,4158.0
1991,3,WY,1662.0
1991,4,AK,1873.0
1991,4,AL,1198.0
1991,4,AR,9735.0
1991,4,AZ,22324.0
1991,4,CA,166569.0
1991,4,CO,17007.0
1991,4,CT,13650.0
1991,4,DC,4536.0
1991,4,DE,3061.0
1991,4,FL,94041.0
1991,4,GA,32393.0
1991,4,HI,5569.0
1991,4,IA,
1991,4,ID,3406.0
1991,4,IL,56581.0
1991,4,IN,17780.0
1991,4,KS,10731.0
1991,4,KY,
1991,4,LA,19043.0
1991,4,MA,19255.0
1991,4,MD,23510.0
1991,4,ME,3789.0
1991,4,MI,47493.0
1991,4,MN,11456.0
1991,4,MO,19999.0
1991,4,MS,5875.0
1991,4,MT,1447.0
1991,4,NC,29819.0
1991,4,ND,623.0
1991,4,NE,5696.0
1991,4,NH,2916.0
1991,4,NJ,33150.0
1991,4,NM,6400.0
1991,4,NV,6174.0
1991,4,NY,88918.0
1991,4,OH,40188.0
1991,4,OK,14479.0
1991,4,OR,13783.0
1991,4,PA,31527.0
1991,4,RI,4312.0
1991,4,SC,
1991,4,SD,1753.0
1991,4,TN,19336.0
1991,4,TX,106636.0
1991,4,UT,8052.0
1991,4,VA,22056.0
1991,4,VT,1851.0
1991,4,WA,25724.0
1991,4,WI,17106.0
1991,4,WV,3954.0
1991,4,WY,1605.0
1991,5,AK,2314.0
1991,5,AL,1333.0
1991,5,AR,10630.0
1991,5,AZ,22566.0
1991,5,CA,169557.0
1991,5,CO,17499.0
1991,5,CT,13952.0
1991,5,DC,4898.0
1991,5,DE,3383.0
1991,5,FL,95636.0
1991,5,GA,37686.0
1991,5,HI,6060.0
1991,5,IA,
1991,5,ID,3701.0
1991,5,IL,57702.0
1991,5,IN,18112.0
1991,5,KS,11345.0
1991,5,KY,
1991,5,LA,20305.0
1991,5,MA,20095.0
1991,5,MD,24775.0
1991,5,ME,4260.0
1991,5,MI,49246.0
1991,5,MN,12441.0
1991,5,MO,21527.0
1991,5,MS,6612.0
1991,5,MT,1586.0
1991,5,NC,31055.0
1991,5,ND,574.0
1991,5,NE,5923.0
1991,5,NH,3079.0
1991,5,NJ,35507.0
1991,5,NM,6805.0
1991,5,NV,6365.0
1991,5,NY,95033.0
1991,5,OH,41320.0
1991,5,OK,15806.0
1991,5,OR,14283.0
1991,5,PA,32146.0
1991,5,RI,4049.0
1991,5,SC,
1991,5,SD,1670.0
1991,5,TN,19719.0
1991,5,TX,115240.0
1991,5,UT,8560.0
1991,5,VA,24002.0
1991,5,VT,1882.0
1991,5,WA,26443.0
1991,5,WI,19207.0
1991,5,WV,3913.0
1991,5,WY,1721.0
1991,6,AK,3800.0
1991,6,AL,20781.0
1991,6,AR,10759.0
1991,6,AZ,22681.0
1991,6,CA,162411.0
1991,6,CO,18073.0
1991,6,CT,15220.0
1991,6,DC,5634.0
1991,6,DE,3410.0
1991,6,FL,95244.0
1991,6,GA,36529.0
1991,6,HI,5569.0
1991,6,IA,
1991,6,ID,3693.0
1991,6,IL,60199.0
1991,6,IN,18398.0
1991,6,KS,11799.0
1991,6,KY,
1991,6,LA,20636.0
1991,6,MA,20245.0
1991,6,MD,24709.0
1991,6,ME,4222.0
1991,6,MI,50127.0
1991,6,MN,28845.0
1991,6,MO,22570.0
1991,6,MS,6424.0
1991,6,MT,1772.0
1991,6,NC,31355.0
1991,6,ND,620.0
1991,6,NE,6229.0
1991,6,NH,3082.0
1991,6,NJ,35868.0
1991,6,NM,6744.0
1991,6,NV,5929.0
1991,6,NY,100907.0
1991,6,OH,41812.0
1991,6,OK,16065.0
1991,6,OR,13794.0
1991,6,PA,33615.0
1991,6,RI,4338.0
1991,6,SC,
1991,6,SD,1804.0
1991,6,TN,20020.0
1991,6,TX,117910.0
1991,6,UT,8024.0
1991,6,VA,25066.0
1991,6,VT,1738.0
1991,6,WA,26934.0
1991,6,WI,19781.0
1991,6,WV,3992.0
1991,6,WY,1848.0
1991,7,AK,3362.0
1991,7,AL,
1991,7,AR,12037.0
1991,7,AZ,23611.0
1991,7,CA,177123.0
1991,7,CO,18695.0
1991,7,CT,16775.0
1991,7,DC,5864.0
1991,7,DE,3963.0
1991,7,FL,100054.0
1991,7,GA,38435.0
1991,7,HI,5905.0
1991,7,IA,
1991,7,ID,3913.0
1991,7,IL,63974.0
1991,7,IN,19480.0
1991,7,KS,13073.0
1991,7,KY,
1991,7,LA,21360.0
1991,7,MA,22211.0
1991,7,MD,27856.0
1991,7,ME,4638.0
1991,7,MI,54770.0
1991,7,MN,14251.0
1991,7,MO,24944.0
1991,7,MS,7159.0
1991,7,MT,1968.0
1991,7,NC,36080.0
1991,7,ND,650.0
1991,7,NE,7062.0
1991,7,NH,3394.0
1991,7,NJ,40729.0
1991,7,NM,7298.0
1991,7,NV,6288.0
1991,7,NY,104746.0
1991,7,OH,45823.0
1991,7,OK,17347.0
1991,7,OR,14331.0
1991,7,PA,36096.0
1991,7,RI,4527.0
1991,7,SC,
1991,7,SD,2162.0
1991,7,TN,21228.0
1991,7,TX,128523.0
1991,7,UT,8765.0
1991,7,VA,27199.0
1991,7,VT,2106.0
1991,7,WA,27023.0
1991,7,WI,21240.0
1991,7,WV,4042.0
1991,7,WY,1977.0
1991,8,AK,3339.0
1991,8,AL,
1991,8,AR,11955.0
1991,8,AZ,24698.0
1991,8,CA,177994.0
1991,8,CO,18642.0
1991,8,CT,16995.0
1991,8,DC,5891.0
1991,8,DE,4130.0
1991,8,FL,99354.0
1991,8,GA,37745.0
1991,8,HI,5958.0
1991,8,IA,
1991,8,ID,3103.0
1991,8,IL,64929.0
1991,8,IN,19364.0
1991,8,KS,13287.0
1991,8,KY,
1991,8,LA,20870.0
1991,8,MA,22388.0
1991,8,MD,29230.0
1991,8,ME,4700.0
1991,8,MI,55246.0
1991,8,MN,14520.0
1991,8,MO,25219.0
1991,8,MS,6662.0
1991,8,MT,1983.0
1991,8,NC,37078.0
1991,8,ND,1198.0
1991,8,NE,6857.0
1991,8,NH,3621.0
1991,8,NJ,41321.0
1991,8,NM,6453.0
1991,8,NV,6494.0
1991,8,NY,107792.0
1991,8,OH,46220.0
1991,8,OK,17176.0
1991,8,OR,14529.0
1991,8,PA,38002.0
1991,8,RI,4516.0
1991,8,SC,
1991,8,SD,2285.0
1991,8,TN,20730.0
1991,8,TX,128897.0
1991,8,UT,9111.0
1991,8,VA,28086.0
1991,8,VT,1739.0
1991,8,WA,27345.0
1991,8,WI,22342.0
1991,8,WV,4413.0
1991,8,WY,1930.0
1991,9,AK,2957.0
1991,9,AL,20775.0
1991,9,AR,10605.0
1991,9,AZ,23313.0
1991,9,CA,170236.0
1991,9,CO,16604.0
1991,9,CT,15377.0
1991,9,DC,5032.0
1991,9,DE,3375.0
1991,9,FL,93181.0
1991,9,GA,34782.0
1991,9,HI,5355.0
1991,9,IA,
1991,9,ID,2661.0
1991,9,IL,59287.0
1991,9,IN,17447.0
1991,9,KS,11427.0
1991,9,KY,
1991,9,LA,19890.0
1991,9,MA,19623.0
1991,9,MD,25865.0
1991,9,ME,3929.0
1991,9,MI,48643.0
1991,9,MN,27940.0
1991,9,MO,22104.0
1991,9,MS,6199.0
1991,9,MT,1646.0
1991,9,NC,33254.0
1991,9,ND,719.0
1991,9,NE,6027.0
1991,9,NH,2849.0
1991,9,NJ,34958.0
1991,9,NM,5261.0
1991,9,NV,6153.0
1991,9,NY,96230.0
1991,9,OH,41077.0
1991,9,OK,15363.0
1991,9,OR,14211.0
1991,9,PA,36640.0
1991,9,RI,4088.0
1991,9,SC,
1991,9,SD,1807.0
1991,9,TN,19484.0
1991,9,TX,117412.0
1991,9,UT,7906.0
1991,9,VA,24906.0
1991,9,VT,1680.0
1991,9,WA,24768.0
1991,9,WI,19379.0
1991,9,WV,3932.0
1991,9,WY,1732.0
1991,10,AK,2493.0
1991,10,AL,
1991,10,AR,9889.0
1991,10,AZ,23306.0
1991,10,CA,180237.0
1991,10,CO,17597.0
1991,10,CT,15921.0
1991,10,DC,6331.0
1991,10,DE,3430.0
1991,10,FL,95445.0
1991,10,GA,34992.0
1991,10,HI,5791.0
1991,10,IA,
1991,10,ID,2570.0
1991,10,IL,60766.0
1991,10,IN,18237.0
1991,10,KS,11948.0
1991,10,KY,
1991,10,LA,20106.0
1991,10,MA,20839.0
1991,10,MD,27515.0
1991,10,ME,4074.0
1991,10,MI,50148.0
1991,10,MN,11954.0
1991,10,MO,22248.0
1991,10,MS,6354.0
1991,10,MT,1658.0
1991,10,NC,33903.0
1991,10,ND,504.0
1991,10,NE,5882.0
1991,10,NH,3323.0
1991,10,NJ,36437.0
1991,10,NM,5646.0
1991,10,NV,6110.0
1991,10,NY,101045.0
1991,10,OH,41835.0
1991,10,OK,15543.0
1991,10,OR,14183.0
1991,10,PA,37239.0
1991,10,RI,4472.0
1991,10,SC,
1991,10,SD,1653.0
1991,10,TN,19108.0
1991,10,TX,115584.0
1991,10,UT,8511.0
1991,10,VA,25074.0
1991,10,VT,1576.0
1991,10,WA,25899.0
1991,10,WI,21076.0
1991,10,WV,4211.0
1991,10,WY,1759.0
1991,11,AK,2236.0
1991,11,AL,
1991,11,AR,9291.0
1991,11,AZ,21958.0
1991,11,CA,170514.0
1991,11,CO,15727.0
1991,11,CT,14489.0
1991,11,DC,5573.0
1991,11,DE,3117.0
1991,11,FL,89756.0
1991,11,GA,31866.0
1991,11,HI,5604.0
1991,11,IA,
1991,11,ID,2281.0
1991,11,IL,60014.0
1991,11,IN,16063.0
1991,11,KS,10156.0
1991,11,KY,
1991,11,LA,18229.0
1991,11,MA,19200.0
1991,11,MD,25360.0
1991,11,ME,3587.0
1991,11,MI,43599.0
1991,11,MN,8448.0
1991,11,MO,20137.0
1991,11,MS,5886.0
1991,11,MT,1419.0
1991,11,NC,31777.0
1991,11,ND,616.0
1991,11,NE,4839.0
1991,11,NH,2979.0
1991,11,NJ,34176.0
1991,11,NM,6079.0
1991,11,NV,6176.0
1991,11,NY,91369.0
1991,11,OH,37602.0
1991,11,OK,13857.0
1991,11,OR,13403.0
1991,11,PA,35628.0
1991,11,RI,4315.0
1991,11,SC,
1991,11,SD,1412.0
1991,11,TN,17891.0
1991,11,TX,106720.0
1991,11,UT,7916.0
1991,11,VA,23281.0
1991,11,VT,1287.0
1991,11,WA,24534.0
1991,11,WI,17540.0
1991,11,WV,3989.0
1991,11,WY,1457.0
1991,12,AK,2228.0
1991,12,AL,135297.0
1991,12,AR,10081.0
1991,12,AZ,23270.0
1991,12,CA,177482.0
1991,12,CO,16572.0
1991,12,CT,14524.0
1991,12,DC,5308.0
1991,12,DE,3050.0
1991,12,FL,96089.0
1991,12,GA,32744.0
1991,12,HI,6139.0
1991,12,IA,
1991,12,ID,7998.0
1991,12,IL,58308.0
1991,12,IN,16682.0
1991,12,KS,11720.0
1991,12,KY,125467.0
1991,12,LA,19915.0
1991,12,MA,18536.0
1991,12,MD,25845.0
1991,12,ME,3191.0
1991,12,MI,42093.0
1991,12,MN,24605.0
1991,12,MO,21976.0
1991,12,MS,8629.0
1991,12,MT,1830.0
1991,12,NC,30878.0
1991,12,ND,8688.0
1991,12,NE,5856.0
1991,12,NH,2535.0
1991,12,NJ,33757.0
1991,12,NM,8915.0
1991,12,NV,6252.0
1991,12,NY,85380.0
1991,12,OH,40772.0
1991,12,OK,14881.0
1991,12,OR,14904.0
1991,12,PA,31697.0
1991,12,RI,4264.0
1991,12,SC,219726.0
1991,12,SD,1662.0
1991,12,TN,19392.0
1991,12,TX,112859.0
1991,12,UT,7660.0
1991,12,VA,24350.0
1991,12,VT,1346.0
1991,12,WA,25923.0
1991,12,WI,17532.0
1991,12,WV,4308.0
1991,12,WY,1644.0
1992,1,AK,1674.0
1992,1,AL,58.0
1992,1,AR,9630.0
1992,1,AZ,22096.0
1992,1,CA,182498.0
1992,1,CO,15982.0
1992,1,CT,13587.0
1992,1,DC,5965.0
1992,1,DE,3221.0
1992,1,FL,95347.0
1992,1,GA,34520.0
1992,1,HI,6036.0
1992,1,IA,4963.0
1992,1,ID,1604.0
1992,1,IL,49497.0
1992,1,IN,17001.0
1992,1,KS,11396.0
1992,1,KY,
1992,1,LA,19526.0
1992,1,MA,18517.0
1992,1,MD,24915.0
1992,1,ME,2964.0
1992,1,MI,40701.0
1992,1,MN,9993.0
1992,1,MO,20786.0
1992,1,MS,6860.0
1992,1,MT,2645.0
1992,1,NC,33500.0
1992,1,ND,1247.0
1992,1,NE,5691.0
1992,1,NH,2628.0
1992,1,NJ,32330.0
1992,1,NM,5494.0
1992,1,NV,6465.0
1992,1,NY,88128.0
1992,1,OH,36680.0
1992,1,OK,14447.0
1992,1,OR,14318.0
1992,1,PA,32929.0
1992,1,RI,3852.0
1992,1,SC,17482.0
1992,1,SD,1671.0
1992,1,TN,19493.0
1992,1,TX,109019.0
1992,1,UT,7640.0
1992,1,VA,23408.0
1992,1,VT,1486.0
1992,1,WA,25654.0
1992,1,WI,16976.0
1992,1,WV,3892.0
1992,1,WY,1565.0
1992,2,AK,1388.0
1992,2,AL,70.0
1992,2,AR,8659.0
1992,2,AZ,21043.0
1992,2,CA,170247.0
1992,2,CO,15802.0
1992,2,CT,12436.0
1992,2,DC,5357.0
1992,2,DE,3155.0
1992,2,FL,89722.0
1992,2,GA,30634.0
1992,2,HI,5752.0
1992,2,IA,4872.0
1992,2,ID,1739.0
1992,2,IL,47198.0
1992,2,IN,16260.0
1992,2,KS,10520.0
1992,2,KY,
1992,2,LA,17450.0
1992,2,MA,17621.0
1992,2,MD,22858.0
1992,2,ME,3090.0
1992,2,MI,39343.0
1992,2,MN,9705.0
1992,2,MO,19400.0
1992,2,MS,5647.0
1992,2,MT,2709.0
1992,2,NC,29418.0
1992,2,ND,1138.0
1992,2,NE,5781.0
1992,2,NH,2490.0
1992,2,NJ,30344.0
1992,2,NM,5155.0
1992,2,NV,6208.0
1992,2,NY,79808.0
1992,2,OH,35019.0
1992,2,OK,13033.0
1992,2,OR,13061.0
1992,2,PA,32908.0
1992,2,RI,3704.0
1992,2,SC,15399.0
1992,2,SD,1567.0
1992,2,TN,16976.0
1992,2,TX,97898.0
1992,2,UT,7944.0
1992,2,VA,20955.0
1992,2,VT,1073.0
1992,2,WA,24606.0
1992,2,WI,15732.0
1992,2,WV,3843.0
1992,2,WY,1605.0
1992,3,AK,3892.0
1992,3,AL,22219.0
1992,3,AR,9413.0
1992,3,AZ,21876.0
1992,3,CA,181186.0
1992,3,CO,17863.0
1992,3,CT,12742.0
1992,3,DC,5463.0
1992,3,DE,2603.0
1992,3,FL,96316.0
1992,3,GA,33203.0
1992,3,HI,5720.0
1992,3,IA,5311.0
1992,3,ID,1993.0
1992,3,IL,53568.0
1992,3,IN,17433.0
1992,3,KS,10920.0
1992,3,KY,12144.0
1992,3,LA,19632.0
1992,3,MA,21378.0
1992,3,MD,24440.0
1992,3,ME,3243.0
1992,3,MI,42824.0
1992,3,MN,21394.0
1992,3,MO,20535.0
1992,3,MS,5854.0
1992,3,MT,2859.0
1992,3,NC,31065.0
1992,3,ND,1650.0
1992,3,NE,6004.0
1992,3,NH,2524.0
1992,3,NJ,31435.0
1992,3,NM,6294.0
1992,3,NV,6583.0
1992,3,NY,82916.0
1992,3,OH,36693.0
1992,3,OK,14015.0
1992,3,OR,14208.0
1992,3,PA,32704.0
1992,3,RI,3978.0
1992,3,SC,16325.0
1992,3,SD,1651.0
1992,3,TN,18307.0
1992,3,TX,105612.0
1992,3,UT,8622.0
1992,3,VA,22544.0
1992,3,VT,1128.0
1992,3,WA,26627.0
1992,3,WI,16902.0
1992,3,WV,3977.0
1992,3,WY,1878.0
1992,4,AK,1807.0
1992,4,AL,69.0
1992,4,AR,8960.0
1992,4,AZ,21374.0
1992,4,CA,170564.0
1992,4,CO,16663.0
1992,4,CT,13069.0
1992,4,DC,5092.0
1992,4,DE,2598.0
1992,4,FL,90023.0
1992,4,GA,32941.0
1992,4,HI,6038.0
1992,4,IA,5177.0
1992,4,ID,1775.0
1992,4,IL,50472.0
1992,4,IN,17211.0
1992,4,KS,10227.0
1992,4,KY,
1992,4,LA,19029.0
1992,4,MA,18183.0
1992,4,MD,25454.0
1992,4,ME,3384.0
1992,4,MI,43207.0
1992,4,MN,11239.0
1992,4,MO,19815.0
1992,4,MS,5636.0
1992,4,MT,2725.0
1992,4,NC,30059.0
1992,4,ND,1578.0
1992,4,NE,5513.0
1992,4,NH,2596.0
1992,4,NJ,31055.0
1992,4,NM,7632.0
1992,4,NV,6102.0
1992,4,NY,83772.0
1992,4,OH,35476.0
1992,4,OK,13183.0
1992,4,OR,13610.0
1992,4,PA,33421.0
1992,4,RI,3926.0
1992,4,SC,16616.0
1992,4,SD,1657.0
1992,4,TN,17355.0
1992,4,TX,100942.0
1992,4,UT,8109.0
1992,4,VA,21399.0
1992,4,VT,1257.0
1992,4,WA,26108.0
1992,4,WI,17071.0
1992,4,WV,3856.0
1992,4,WY,1786.0
1992,5,AK,2045.0
1992,5,AL,99.0
1992,5,AR,9362.0
1992,5,AZ,21523.0
1992,5,CA,169783.0
1992,5,CO,16535.0
1992,5,CT,14047.0
1992,5,DC,5458.0
1992,5,DE,3206.0
1992,5,FL,91862.0
1992,5,GA,36580.0
1992,5,HI,6080.0
1992,5,IA,5314.0
1992,5,ID,1788.0
1992,5,IL,52117.0
1992,5,IN,17318.0
1992,5,KS,10796.0
1992,5,KY,
1992,5,LA,19346.0
1992,5,MA,18749.0
1992,5,MD,26215.0
1992,5,ME,3643.0
1992,5,MI,44036.0
1992,5,MN,11850.0
1992,5,MO,20834.0
1992,5,MS,5969.0
1992,5,MT,2614.0
1992,5,NC,32059.0
1992,5,ND,1500.0
1992,5,NE,5712.0
1992,5,NH,2652.0
1992,5,NJ,33657.0
1992,5,NM,5844.0
1992,5,NV,6390.0
1992,5,NY,88675.0
1992,5,OH,36401.0
1992,5,OK,14492.0
1992,5,OR,13655.0
1992,5,PA,32694.0
1992,5,RI,4010.0
1992,5,SC,17389.0
1992,5,SD,1745.0
1992,5,TN,18459.0
1992,5,TX,102115.0
1992,5,UT,9115.0
1992,5,VA,22903.0
1992,5,VT,1300.0
1992,5,WA,26810.0
1992,5,WI,17271.0
1992,5,WV,3738.0
1992,5,WY,1898.0
1992,6,AK,4334.0
1992,6,AL,22307.0
1992,6,AR,9753.0
1992,6,AZ,21051.0
1992,6,CA,172332.0
1992,6,CO,17412.0
1992,6,CT,14180.0
1992,6,DC,5941.0
1992,6,DE,3203.0
1992,6,FL,90225.0
1992,6,GA,35026.0
1992,6,HI,6173.0
1992,6,IA,5627.0
1992,6,ID,2728.0
1992,6,IL,56820.0
1992,6,IN,17574.0
1992,6,KS,10905.0
1992,6,KY,12145.0
1992,6,LA,20730.0
1992,6,MA,21740.0
1992,6,MD,26258.0
1992,6,ME,3733.0
1992,6,MI,44141.0
1992,6,MN,23207.0
1992,6,MO,21150.0
1992,6,MS,6154.0
1992,6,MT,2552.0
1992,6,NC,32912.0
1992,6,ND,1495.0
1992,6,NE,6020.0
1992,6,NH,2769.0
1992,6,NJ,35369.0
1992,6,NM,6803.0
1992,6,NV,6211.0
1992,6,NY,92513.0
1992,6,OH,38808.0
1992,6,OK,15095.0
1992,6,OR,13730.0
1992,6,PA,32207.0
1992,6,RI,3882.0
1992,6,SC,17924.0
1992,6,SD,1774.0
1992,6,TN,19084.0
1992,6,TX,107285.0
1992,6,UT,8529.0
1992,6,VA,23203.0
1992,6,VT,1432.0
1992,6,WA,26485.0
1992,6,WI,18668.0
1992,6,WV,3755.0
1992,6,WY,1927.0
1992,7,AK,2323.0
1992,7,AL,89.0
1992,7,AR,10232.0
1992,7,AZ,22495.0
1992,7,CA,179304.0
1992,7,CO,17725.0
1992,7,CT,15325.0
1992,7,DC,6094.0
1992,7,DE,1105.0
1992,7,FL,97171.0
1992,7,GA,37287.0
1992,7,HI,5943.0
1992,7,IA,6353.0
1992,7,ID,1553.0
1992,7,IL,57705.0
